station_abbr,reference_timestamp,temp_A5,Humid2j,pressHPA,vit_vent,vitvkmh,precipi_j,Ray_j,ensol_dur
MTE,20.03.2016 00:00,0.7,46.9,839,2.7,9.7,0,195,379
MTE,21.03.2016 00:00,0.5,55.7,837.1,2.5,9,0,193,380
MTE,22.03.2016 00:00,-0.3,54.1,831.5,2.6,9.4,0,196,383
MTE,23.03.2016 00:00,-1.6,61.7,828.1,1.9,6.8,0,107,2
MTE,24.03.2016 00:00,-1.4,57.7,835.6,2.4,8.6,0,206,390
MTE,25.03.2016 00:00,-0.5,81.3,839.6,1.4,5,3.4,59,0
MTE,26.03.2016 00:00,1,59,841.5,2.8,10.1,0,208,394
MTE,27.03.2016 00:00,0.7,70.2,838.1,2.5,9,3.2,107,79
MTE,28.03.2016 00:00,0.6,69.5,835.9,2.3,8.3,0.1,143,78
MTE,29.03.2016 00:00,3.2,71.5,838.8,1.9,6.8,0,188,258
MTE,30.03.2016 00:00,4.7,69.9,839.3,2,7.2,0,223,399
MTE,31.03.2016 00:00,5.1,66,836.7,1.8,6.5,0,122,88
MTE,01.04.2016 00:00,5.4,72.3,838.4,1.6,5.8,0,182,248
MTE,02.04.2016 00:00,6.9,62.4,840.9,1.7,6.1,0,118,6
MTE,03.04.2016 00:00,6.6,62.9,839,1.7,6.1,0,104,0
MTE,04.04.2016 00:00,6.4,62.5,834.7,1.8,6.5,0,158,224
MTE,05.04.2016 00:00,6.3,71.9,834.9,2,7.2,3.1,120,44
MTE,06.04.2016 00:00,3.6,96.6,838.7,1.4,5,3.7,85,6
MTE,07.04.2016 00:00,3.3,78.3,835.3,2.3,8.3,0.5,206,279
MTE,08.04.2016 00:00,-0.4,95.2,831.2,2,7.2,12.5,87,0
MTE,09.04.2016 00:00,-0.8,90.4,830.7,1.7,6.1,0,141,14
MTE,10.04.2016 00:00,2.3,78,834.3,1.8,6.5,0,232,424
MTE,11.04.2016 00:00,4.7,63.3,835.7,2.2,7.9,0,209,347
MTE,12.04.2016 00:00,4.8,63.4,836.3,2.2,7.9,0,225,385
MTE,13.04.2016 00:00,2.8,79.5,834.4,2.1,7.6,8,114,80
MTE,14.04.2016 00:00,3.6,75.9,837.1,2,7.2,0,254,429
MTE,15.04.2016 00:00,4.7,70.7,836.1,2.1,7.6,0,139,34
MTE,16.04.2016 00:00,6.2,72.6,833.7,2,7.2,2.3,133,62
MTE,17.04.2016 00:00,4,91.2,835.3,1.6,5.8,5.2,74,0
MTE,18.04.2016 00:00,0.3,96.5,840.1,2,7.2,4.1,109,74
MTE,19.04.2016 00:00,1.4,76.5,845.6,2,7.2,0,256,437
MTE,20.04.2016 00:00,6.6,44.6,847.1,2.8,10.1,0,248,442
MTE,21.04.2016 00:00,9.2,49,845.4,2.2,7.9,0,200,287
MTE,22.04.2016 00:00,6.6,80.4,840.3,1.5,5.4,11.1,138,88
MTE,23.04.2016 00:00,4,95.1,833.6,1.7,6.1,6.1,82,0
MTE,24.04.2016 00:00,-0.6,76.7,832.9,2.7,9.7,0.7,152,39
MTE,25.04.2016 00:00,-2,69.5,834.5,2,7.2,0.1,243,246
MTE,26.04.2016 00:00,0.9,65.7,830.6,2.3,8.3,2,224,211
MTE,27.04.2016 00:00,-2,63.8,832.9,2.8,10.1,0,275,369
MTE,28.04.2016 00:00,-0.8,59.8,836.4,1.7,6.1,0,253,406
MTE,29.04.2016 00:00,2.3,58.4,839.7,2,7.2,0,274,456
MTE,30.04.2016 00:00,2.9,68.6,838,2.6,9.4,20.8,183,203
MTE,01.05.2016 00:00,-0.1,94.9,838.7,0.9,3.2,5.6,108,0
MTE,02.05.2016 00:00,2,91.9,842.5,1.2,4.3,0.4,174,116
MTE,03.05.2016 00:00,3.3,81.3,844.2,1.7,6.1,1.6,169,130
MTE,04.05.2016 00:00,2.8,62.7,845,2.1,7.6,0,284,470
MTE,05.05.2016 00:00,4.9,55.9,843,2.3,8.3,0,285,474
MTE,06.05.2016 00:00,6.8,54.4,841.4,2.1,7.6,0,284,474
MTE,07.05.2016 00:00,8,53.7,838.4,2.1,7.6,0,296,417
MTE,08.05.2016 00:00,8.5,56.2,838,2.1,7.6,0,237,317
MTE,09.05.2016 00:00,9.4,63.9,839.7,1.7,6.1,0.2,194,119
MTE,10.05.2016 00:00,10.4,65.1,837,2,7.2,0,265,373
MTE,11.05.2016 00:00,9.6,70.8,830.8,1.7,6.1,8.3,168,87
MTE,12.05.2016 00:00,4.9,94.8,827.8,1.3,4.7,18.1,65,0
MTE,13.05.2016 00:00,5.5,94.1,829.3,1.3,4.7,1.7,101,5
MTE,14.05.2016 00:00,5.8,92.4,834.9,1.3,4.7,4.3,73,2
MTE,15.05.2016 00:00,3.9,73.2,840.4,2,7.2,0,304,419
MTE,16.05.2016 00:00,3,68.8,842.4,2.1,7.6,0,259,349
MTE,17.05.2016 00:00,5,61.8,842,2,7.2,0,304,432
MTE,18.05.2016 00:00,7.2,59.1,838.4,2.4,8.6,6.1,253,336
MTE,19.05.2016 00:00,3.7,81.9,837.9,1.8,6.5,0.3,134,34
MTE,20.05.2016 00:00,5.7,70.9,844.7,2.1,7.6,0,298,490
MTE,21.05.2016 00:00,10.5,57.5,844.6,2.4,8.6,0,293,490
MTE,22.05.2016 00:00,11.7,60.2,839.7,2.3,8.3,20.2,221,261
MTE,23.05.2016 00:00,1.4,95.8,838.8,1.6,5.8,15.8,72,0
MTE,24.05.2016 00:00,4.4,84.7,838.9,1.8,6.5,0,254,189
MTE,25.05.2016 00:00,7.5,68.6,840.1,2,7.2,0,242,292
MTE,26.05.2016 00:00,10.4,64.1,842.4,1.9,6.8,0,206,200
MTE,27.05.2016 00:00,12.8,61.7,842.7,2.2,7.9,0,262,368
MTE,28.05.2016 00:00,12.5,70.6,839.9,2.3,8.3,0.5,246,339
MTE,29.05.2016 00:00,7.8,93.5,835.5,1.1,4,29,42,0
MTE,30.05.2016 00:00,7.5,92.9,836.5,1.2,4.3,1.9,117,5
MTE,31.05.2016 00:00,8.5,81.9,837.9,1.9,6.8,1.2,237,211
MTE,01.06.2016 00:00,8.4,86,839.4,1.8,6.5,3.8,204,143
MTE,02.06.2016 00:00,7.5,94.5,838.4,1.4,5,4.9,87,0
MTE,03.06.2016 00:00,8.4,93.6,838.2,1.2,4.3,7,112,3
MTE,04.06.2016 00:00,8.9,92,839.8,1.3,4.7,3.7,135,21
MTE,05.06.2016 00:00,9.8,85.4,842.7,1.4,5,2.1,144,14
MTE,06.06.2016 00:00,11.3,79.4,845.4,2,7.2,12,308,440
MTE,07.06.2016 00:00,11.3,82.3,848.1,1.9,6.8,1.7,194,152
MTE,08.06.2016 00:00,9.9,90.6,846,1.5,5.4,6.1,87,38
MTE,09.06.2016 00:00,8.7,88.1,842.2,1.5,5.4,2.4,140,75
MTE,10.06.2016 00:00,10.5,65.1,839.6,2.2,7.9,2,293,426
MTE,11.06.2016 00:00,8.8,91.7,839.6,1.4,5,8.7,111,33
MTE,12.06.2016 00:00,8.6,86.6,839.2,1.5,5.4,1.9,144,73
MTE,13.06.2016 00:00,8.8,89.5,834.9,1.5,5.4,5.1,121,16
MTE,14.06.2016 00:00,8.4,88.4,831.7,1.9,6.8,0.5,161,56
MTE,15.06.2016 00:00,8.7,71.4,831,1.9,6.8,0.7,229,201
MTE,16.06.2016 00:00,7.7,90.8,831.1,1.9,6.8,17.6,113,9
MTE,17.06.2016 00:00,7.5,80.3,838.6,1.8,6.5,0,265,243
MTE,18.06.2016 00:00,8,78.9,843.8,1.7,6.1,6,194,212
MTE,19.06.2016 00:00,8.3,78.7,846.1,1.9,6.8,0.1,261,219
MTE,20.06.2016 00:00,10.2,72.3,847.1,1.9,6.8,0.3,312,491
MTE,21.06.2016 00:00,11.4,92.1,849.9,1.5,5.4,0.6,99,0
MTE,22.06.2016 00:00,15.2,67.3,851.1,2.5,9,0,294,496
MTE,23.06.2016 00:00,17.4,48.2,850.4,2.6,9.4,0,309,501
MTE,24.06.2016 00:00,17.1,53.9,847.5,2.5,9,0.6,303,499
MTE,25.06.2016 00:00,12.6,87.4,844,1.5,5.4,5.9,128,138
MTE,26.06.2016 00:00,11.3,84.5,844.2,1.8,6.5,0,211,192
MTE,27.06.2016 00:00,10.5,71.5,846.5,2.1,7.6,0,313,490
MTE,28.06.2016 00:00,12.5,66.4,845.6,2,7.2,0,251,351
MTE,29.06.2016 00:00,14.3,64.5,843.9,2.1,7.6,7.2,220,279
MTE,30.06.2016 00:00,12.7,87.9,844.7,1.7,6.1,2.1,187,186
MTE,01.07.2016 00:00,13.8,71.1,846.1,2.1,7.6,0,240,320
MTE,02.07.2016 00:00,12.5,83.9,845.3,2,7.2,0.8,143,88
MTE,03.07.2016 00:00,11.6,79.6,846.8,1.9,6.8,0,285,390
MTE,04.07.2016 00:00,13.1,70.5,847.1,2.2,7.9,0,299,499
MTE,05.07.2016 00:00,13.3,76.9,846.1,1.9,6.8,1,144,101
MTE,06.07.2016 00:00,12.8,67.7,846.7,2.5,9,0,289,498
MTE,07.07.2016 00:00,14,57.4,847.3,2.5,9,0,300,500
MTE,08.07.2016 00:00,16.1,59.3,848.1,2.2,7.9,0,204,183
MTE,09.07.2016 00:00,15.8,62.9,848.7,2.6,9.4,0,295,496
MTE,10.07.2016 00:00,17.6,65.6,846.1,2.2,7.9,0.2,229,341
MTE,11.07.2016 00:00,16.3,77.3,844.8,2,7.2,5.7,167,192
MTE,12.07.2016 00:00,11.8,95,842.7,1.6,5.8,5.7,69,3
MTE,13.07.2016 00:00,8.2,89.9,841.5,1.7,6.1,3.5,146,112
MTE,14.07.2016 00:00,5.7,83.6,844,1.9,6.8,0,151,69
MTE,15.07.2016 00:00,7,69.9,848,2.3,8.3,0,312,482
MTE,16.07.2016 00:00,8.9,67.6,848.6,2.2,7.9,0,293,495
MTE,17.07.2016 00:00,13.5,60.6,849.2,2.3,8.3,0,292,495
MTE,18.07.2016 00:00,15.7,56.5,850,2.4,8.6,0,295,490
MTE,19.07.2016 00:00,16.7,52.3,849.3,2.6,9.4,0,293,491
MTE,20.07.2016 00:00,17.7,45.2,847.7,2.6,9.4,1.1,295,491
MTE,21.07.2016 00:00,16.4,73.7,846.1,1.7,6.1,2.9,176,181
MTE,22.07.2016 00:00,12.8,91.4,844.9,1.6,5.8,10.7,89,28
MTE,23.07.2016 00:00,12.2,91.6,845.8,1.6,5.8,7.5,129,53
MTE,24.07.2016 00:00,12.4,87.5,846.9,1.8,6.5,1.5,227,344
MTE,25.07.2016 00:00,14.3,83.4,847.2,1.7,6.1,9.3,200,263
MTE,26.07.2016 00:00,14.9,82.8,847.3,1.5,5.4,0,163,182
MTE,27.07.2016 00:00,14.1,76.2,846.3,1.9,6.8,0.3,154,157
MTE,28.07.2016 00:00,12.6,76.8,845.9,1.7,6.1,0,187,220
MTE,29.07.2016 00:00,14.7,72.9,845.3,1.9,6.8,0,252,399
MTE,30.07.2016 00:00,15.1,69.3,845.6,2,7.2,9.6,154,202
MTE,31.07.2016 00:00,12.8,90.4,844.3,1.3,4.7,6.4,129,87
MTE,01.08.2016 00:00,12.5,84.7,845.5,1.5,5.4,0,199,227
MTE,02.08.2016 00:00,12.1,82.4,847.5,1.4,5,0,92,0
MTE,03.08.2016 00:00,15.1,70.7,846,1.6,5.8,0,172,189
MTE,04.08.2016 00:00,15.2,65,843.1,2.1,7.6,19.5,217,326
MTE,05.08.2016 00:00,9.5,90,845.1,1.6,5.8,4.7,137,84
MTE,06.08.2016 00:00,9.9,80.4,850.7,1.9,6.8,0,266,452
MTE,07.08.2016 00:00,11.7,76.1,852.2,2.1,7.6,0,263,468
MTE,08.08.2016 00:00,14.2,69.6,849.8,2.1,7.6,0,265,464
MTE,09.08.2016 00:00,11.7,85.9,846.1,1.5,5.4,8.8,78,11
MTE,10.08.2016 00:00,8.6,78.2,844.6,1.6,5.8,0.1,206,229
MTE,11.08.2016 00:00,7.6,75.3,847.7,1.7,6.1,0,258,456
MTE,12.08.2016 00:00,11.2,72.5,851.4,2,7.2,0,241,378
MTE,13.08.2016 00:00,13.6,71.1,851.6,2.5,9,0,253,453
MTE,14.08.2016 00:00,15.3,71.5,850.5,2.3,8.3,0,176,299
MTE,15.08.2016 00:00,15.2,70.6,848.3,2.1,7.6,0,148,210
MTE,16.08.2016 00:00,15.1,62.4,845.4,2,7.2,0,201,300
MTE,17.08.2016 00:00,14.1,64.7,842.2,2.1,7.6,0.9,181,244
MTE,18.08.2016 00:00,12.5,78.3,841.1,1.6,5.8,0.3,99,69
MTE,19.08.2016 00:00,14.1,74.7,841.5,1.6,5.8,0,232,435
MTE,20.08.2016 00:00,12.7,80.7,844.6,1.2,4.3,4.8,60,0
MTE,21.08.2016 00:00,10,76.7,847.6,2,7.2,0,245,427
MTE,22.08.2016 00:00,9.8,67.9,852.2,2,7.2,0,241,438
MTE,23.08.2016 00:00,14.3,63.7,852.4,2.5,9,0,235,435
MTE,24.08.2016 00:00,16.5,53.2,850.4,2.7,9.7,0,237,434
MTE,25.08.2016 00:00,17.5,57.7,848.4,2.5,9,0,232,434
MTE,26.08.2016 00:00,17.6,63.5,848.6,2.5,9,0,214,405
MTE,27.08.2016 00:00,17.3,63.4,849.1,2.1,7.6,7.4,218,390
MTE,28.08.2016 00:00,15,76.1,848.8,1.8,6.5,0,152,224
MTE,29.08.2016 00:00,14.2,77.1,847.2,1.5,5.4,0,124,146
MTE,30.08.2016 00:00,13.4,83,847.4,1.4,5,0.7,174,252
MTE,31.08.2016 00:00,14.1,75.7,848.8,1.5,5.4,0,108,33
MTE,01.09.2016 00:00,13.9,74.2,849.9,1.8,6.5,0,189,359
MTE,02.09.2016 00:00,13.6,67.8,849,2.3,8.3,0,212,417
MTE,03.09.2016 00:00,13.9,58.6,848.3,2.3,8.3,0,216,405
MTE,04.09.2016 00:00,13.3,65.6,847.8,2,7.2,8,127,124
MTE,05.09.2016 00:00,11.1,95.2,847.7,1.3,4.7,4,47,0
MTE,06.09.2016 00:00,9.9,85,848.1,1.8,6.5,0,219,414
MTE,07.09.2016 00:00,11.8,67.9,846.1,2.5,9,0,211,415
MTE,08.09.2016 00:00,13.4,68.7,844.8,2.3,8.3,0,202,375
MTE,09.09.2016 00:00,13.1,70.9,845.2,2.3,8.3,0,174,350
MTE,10.09.2016 00:00,14,66.2,845.6,2.3,8.3,0,172,273
MTE,11.09.2016 00:00,13.9,68,846.5,2.1,7.6,0,164,265
MTE,12.09.2016 00:00,14.2,68.6,847.5,2.1,7.6,0,150,251
MTE,13.09.2016 00:00,13.1,71.8,844.9,2.4,8.6,8.7,188,340
MTE,14.09.2016 00:00,12.7,64.4,842.3,2.1,7.6,0,161,282
MTE,15.09.2016 00:00,11.2,81.9,840.7,1.4,5,3.5,106,69
MTE,16.09.2016 00:00,8.1,95.4,841.9,1.2,4.3,4.8,49,0
MTE,17.09.2016 00:00,6.7,94.9,840.8,1.1,4,17.5,61,0
MTE,18.09.2016 00:00,6.7,96,839.9,0.9,3.2,1.8,64,0
MTE,19.09.2016 00:00,8.3,86,842.2,1.1,4,0,137,184
MTE,20.09.2016 00:00,7.8,84.3,841,1.3,4.7,4.9,131,143
MTE,21.09.2016 00:00,7.9,92.3,841.9,1.1,4,0.2,85,3
MTE,22.09.2016 00:00,8.5,83.2,846.1,1.8,6.5,0,173,359
MTE,23.09.2016 00:00,9.2,77.4,849.5,1.8,6.5,0,144,255
MTE,24.09.2016 00:00,8.6,75.9,849.6,2.1,7.6,0,154,300
MTE,25.09.2016 00:00,8.8,75,847.1,2.2,7.9,0,134,252
MTE,26.09.2016 00:00,9.2,79.2,846.6,1.5,5.4,0,150,306
MTE,27.09.2016 00:00,9.1,84.8,850.2,1.6,5.8,1.6,127,192
MTE,28.09.2016 00:00,8.7,72.3,854.6,2.3,8.3,0,165,363
MTE,29.09.2016 00:00,9.6,64.6,850.8,2.6,9.4,0,163,361
MTE,30.09.2016 00:00,9.2,63.5,844.8,2.5,9,0,160,356
MTE,01.10.2016 00:00,8.8,74.2,841.1,1.7,6.1,0.3,76,17
MTE,02.10.2016 00:00,7.1,84.4,842.1,1.2,4.3,1.4,77,61
MTE,03.10.2016 00:00,3.5,68,847.6,2.3,8.3,0,160,349
MTE,04.10.2016 00:00,3.8,58.6,847.7,2.3,8.3,0,156,348
MTE,05.10.2016 00:00,4.7,68.8,844,2,7.2,0,152,348
MTE,06.10.2016 00:00,2.7,76.1,838.6,1.6,5.8,0,152,342
MTE,07.10.2016 00:00,3.1,73.9,839.1,1.9,6.8,0,144,340
MTE,08.10.2016 00:00,1.8,84.4,841.4,1.6,5.8,0,148,337
MTE,09.10.2016 00:00,2,78.8,842.6,1.8,6.5,0,76,48
MTE,10.10.2016 00:00,0,68.8,840.9,1.7,6.1,0.2,126,280
MTE,11.10.2016 00:00,0.4,84.6,836.9,1.6,5.8,0.1,99,68
MTE,12.10.2016 00:00,-0.3,66.9,837.2,2.1,7.6,0,134,328
MTE,13.10.2016 00:00,2.7,68.4,836.6,1.3,4.7,0,35,0
MTE,14.10.2016 00:00,4.3,91.4,834.3,1.5,5.4,13.5,26,0
MTE,15.10.2016 00:00,5.3,86.5,840.3,2,7.2,0,118,215
MTE,16.10.2016 00:00,5.9,61.5,846.5,2,7.2,0,116,240
MTE,17.10.2016 00:00,6,78.8,848.1,1.5,5.4,3.1,41,0
MTE,18.10.2016 00:00,5.2,94.4,847,1.1,4,0.1,66,27
MTE,19.10.2016 00:00,3.2,84.3,842.5,1.5,5.4,0,93,140
MTE,20.10.2016 00:00,0.8,86.8,838.5,1.7,6.1,0,106,214
MTE,21.10.2016 00:00,0.3,74.1,838.2,1.8,6.5,0,81,107
MTE,22.10.2016 00:00,0,62.3,837.7,2.3,8.3,0,115,296
MTE,23.10.2016 00:00,2.3,63.7,838.9,2,7.2,0,63,53
MTE,24.10.2016 00:00,6.3,72.3,842.6,1.7,6.1,1.2,99,234
MTE,25.10.2016 00:00,7.5,95.8,847.4,1.4,5,9.3,27,0
MTE,26.10.2016 00:00,5.9,98.1,849,1.5,5.4,8.4,19,0
MTE,27.10.2016 00:00,3.2,91.5,853.3,1.9,6.8,0,101,273
MTE,28.10.2016 00:00,5.4,64.3,855.5,1.9,6.8,0,101,271
MTE,29.10.2016 00:00,6,53.4,853.2,2.3,8.3,0,99,268
MTE,30.10.2016 00:00,6.1,58.4,849.4,2.4,8.6,0,96,266
MTE,31.10.2016 00:00,5.7,50.3,848.9,2.5,9,0,80,251
MTE,01.11.2016 00:00,5.8,52.3,846.8,2.3,8.3,0,92,263
MTE,02.11.2016 00:00,3,66.7,842.4,2.2,7.9,0,86,259
MTE,03.11.2016 00:00,0.2,80.9,841.4,2,7.2,0,91,256
MTE,04.11.2016 00:00,2.7,57.2,840.2,1.8,6.5,0.4,84,239
MTE,05.11.2016 00:00,2.6,90.5,831.4,1.3,4.7,14.7,38,2
MTE,06.11.2016 00:00,-1.3,95.8,826,1.5,5.4,4.3,32,0
MTE,07.11.2016 00:00,-5.4,82.4,829.5,1.9,6.8,0,101,241
MTE,08.11.2016 00:00,-6.8,78.9,831.7,2.3,8.3,0,49,0
MTE,09.11.2016 00:00,-4.1,81.8,831.1,1.6,5.8,1.3,49,25
MTE,10.11.2016 00:00,-1.3,93.6,835,1.3,4.7,12.7,21,0
MTE,11.11.2016 00:00,-2.3,93.9,836.8,1.6,5.8,7.7,30,0
MTE,12.11.2016 00:00,-7.3,83,841.8,2.6,9.4,0,75,218
MTE,13.11.2016 00:00,-1.4,91.9,842.9,1.4,5,9.3,39,1
MTE,14.11.2016 00:00,-2.3,95,847.4,1.8,6.5,0,75,212
MTE,15.11.2016 00:00,-2.8,89.1,850.3,2.2,7.9,0,76,197
MTE,16.11.2016 00:00,1.5,91.3,847,2,7.2,0,55,20
MTE,17.11.2016 00:00,2.6,82.3,840.9,2.3,8.3,0,68,159
MTE,18.11.2016 00:00,2,82.2,836.3,2,7.2,1.4,40,0
MTE,19.11.2016 00:00,-1.5,94.9,835,2,7.2,2.2,23,0
MTE,20.11.2016 00:00,-1.2,82,835.3,1.8,6.5,0.1,62,108
MTE,21.11.2016 00:00,4.2,74.9,833.4,1.3,4.7,0,42,0
MTE,22.11.2016 00:00,4.2,79.1,837.9,1.3,4.7,0,33,0
MTE,23.11.2016 00:00,5,77.8,841.3,1.5,5.4,0,54,0
MTE,24.11.2016 00:00,4.5,73.7,838.3,1.3,4.7,0,46,25
MTE,25.11.2016 00:00,4.4,85.4,836.8,1.3,4.7,2.5,38,0
MTE,26.11.2016 00:00,1.5,93.1,840,1.6,5.8,0,60,89
MTE,27.11.2016 00:00,-0.2,66.7,838.4,1.9,6.8,0,59,192
MTE,28.11.2016 00:00,-2,66.3,837.1,1.7,6.1,0,57,195
MTE,29.11.2016 00:00,-3.2,54.5,846.1,2.3,8.3,0,56,194
MTE,30.11.2016 00:00,-2.7,52,851.9,2.5,9,0,56,191
MTE,01.12.2016 00:00,0.6,54.1,848.2,2.6,9.4,0,51,190
MTE,02.12.2016 00:00,1.2,55.5,841.3,2.5,9,0,53,188
MTE,03.12.2016 00:00,-1.5,55.9,839.7,2.2,7.9,0,37,187
MTE,04.12.2016 00:00,-2.7,56.7,844.6,2.9,10.4,0,52,187
MTE,05.12.2016 00:00,-1.9,51.8,847.6,2.9,10.4,0,52,185
MTE,06.12.2016 00:00,-2.3,49.5,850.1,2.8,10.1,0,51,184
MTE,07.12.2016 00:00,-0.2,38.4,853.5,3,10.8,0,53,183
MTE,08.12.2016 00:00,1.6,40.9,855.6,2.8,10.1,0,50,183
MTE,09.12.2016 00:00,2.4,45.2,853.8,2.8,10.1,0,52,182
MTE,10.12.2016 00:00,3.4,45.2,850,3,10.8,0,48,181
MTE,11.12.2016 00:00,0.7,47.5,845.8,2.7,9.7,0,34,136
MTE,12.12.2016 00:00,0.1,46.8,845.5,2.5,9,0,48,181
MTE,13.12.2016 00:00,-0.8,48.2,847.5,2.7,9.7,0,43,179
MTE,14.12.2016 00:00,-0.5,56.3,845.8,2.8,10.1,0,46,179
MTE,15.12.2016 00:00,-1,53.3,846,3,10.8,0,48,179
MTE,16.12.2016 00:00,-1,48,848.6,3.1,11.2,0,50,178
MTE,17.12.2016 00:00,-1.8,41.9,854.9,3.1,11.2,0,49,178
MTE,18.12.2016 00:00,-2,43.1,851.3,2.4,8.6,0.5,50,178
MTE,19.12.2016 00:00,-3.7,73.1,843.3,1.9,6.8,0,31,0
MTE,20.12.2016 00:00,-0.3,67.5,842.7,2.3,8.3,0,51,110
MTE,21.12.2016 00:00,1,66.2,849.1,2.9,10.4,0,44,153
MTE,22.12.2016 00:00,0.2,51.9,852.7,3.2,11.5,0,48,177
MTE,23.12.2016 00:00,0.4,53,853.9,2.7,9.7,0,47,177
MTE,24.12.2016 00:00,0.1,51,853.6,2.5,9,0,50,144
MTE,25.12.2016 00:00,4.2,64.6,853.2,2.2,7.9,0.1,25,18
MTE,26.12.2016 00:00,2.8,64.4,853.3,2.3,8.3,0,45,178
MTE,27.12.2016 00:00,-0.4,53,856.8,2.3,8.3,0,48,179
MTE,28.12.2016 00:00,-1.2,44.9,856.9,2.4,8.6,0,49,179
MTE,29.12.2016 00:00,-0.9,39.6,854.3,2.9,10.4,0,49,180
MTE,30.12.2016 00:00,-2,45.3,854.2,2.8,10.1,0,49,181
MTE,31.12.2016 00:00,-1,40.2,852.1,3,10.8,0,50,181
MTE,01.01.2017 00:00,-1.8,39,844,3.2,11.5,0,50,181
MTE,02.01.2017 00:00,-2.2,41.7,840.8,2.3,8.3,0,54,183
MTE,03.01.2017 00:00,-6,75.1,842.6,1.8,6.5,0,50,182
MTE,04.01.2017 00:00,-4.1,70.1,840,1.9,6.8,1.1,20,0
MTE,05.01.2017 00:00,-8.3,80.5,841.4,1.9,6.8,1.1,33,0
MTE,06.01.2017 00:00,-12.9,75.2,846.5,2,7.2,0,53,185
MTE,07.01.2017 00:00,-6.3,73.2,847.3,1.7,6.1,1.4,28,2
MTE,08.01.2017 00:00,-4.2,91.8,845.2,1.6,5.8,0,55,148
MTE,09.01.2017 00:00,-9.1,85.1,843,2.2,7.9,0,55,189
MTE,10.01.2017 00:00,-7.2,89,832.5,1.5,5.4,4.8,18,0
MTE,11.01.2017 00:00,-7.3,85.9,837.6,2,7.2,0,55,137
MTE,12.01.2017 00:00,-0.8,88.3,836.5,1.4,5,17,23,0
MTE,13.01.2017 00:00,-6.3,89.9,827.7,2.3,8.3,8.7,20,0
MTE,14.01.2017 00:00,-8.4,88.3,833.9,1.8,6.5,1.3,33,0
MTE,15.01.2017 00:00,-12.3,77.2,837.9,2.5,9,0,65,167
MTE,16.01.2017 00:00,-14.7,68.8,836.1,2.8,10.1,0,73,199
MTE,17.01.2017 00:00,-15,68.2,837.6,3,10.8,0,62,200
MTE,18.01.2017 00:00,-9.9,66.7,841.4,3.1,11.2,0,63,202
MTE,19.01.2017 00:00,-8,62,845.3,3.3,11.9,0,63,203
MTE,20.01.2017 00:00,-6.9,56.9,846.6,3.3,11.9,0,64,204
MTE,21.01.2017 00:00,-6.6,52.1,846,3.6,13,0,66,205
MTE,22.01.2017 00:00,-4.4,47.5,843.9,3.4,12.2,0,68,205
MTE,23.01.2017 00:00,-4,58.3,841.1,3.1,11.2,0,61,206
MTE,24.01.2017 00:00,-7.7,60.7,839.4,2.5,9,0,71,208
MTE,25.01.2017 00:00,-5.4,49.5,841.1,3,10.8,0,70,210
MTE,26.01.2017 00:00,-4.2,54,841.9,2.7,9.7,0,71,211
MTE,27.01.2017 00:00,-2.3,62.4,842.2,1.9,6.8,0,61,98
MTE,28.01.2017 00:00,-2.2,61.8,841.8,2.3,8.3,0,60,101
MTE,29.01.2017 00:00,-3.3,60.1,843.5,3.2,11.5,0,73,220
MTE,30.01.2017 00:00,-0.8,76.1,841.4,1.6,5.8,6.9,36,0
MTE,31.01.2017 00:00,1.6,98.2,840,1.3,4.7,5,27,0
MTE,01.02.2017 00:00,1.9,88.3,840.1,1.9,6.8,0,81,234
MTE,02.02.2017 00:00,-0.1,70.7,837.3,2,7.2,0,90,239
MTE,03.02.2017 00:00,0.5,84.4,833,1.4,5,2.7,87,171
MTE,04.02.2017 00:00,-3.2,79.7,830.3,2.2,7.9,2.1,50,74
MTE,05.02.2017 00:00,-3.9,76.4,827.7,1.8,6.5,14.3,32,0
MTE,06.02.2017 00:00,-1.9,91.8,834.4,1.3,4.7,1,55,0
MTE,07.02.2017 00:00,-3.5,90.9,837.5,1.7,6.1,4,56,7
MTE,08.02.2017 00:00,-2.1,98.3,837.5,1.4,5,4.2,55,0
MTE,09.02.2017 00:00,-3.9,86.2,838.5,1.8,6.5,0,106,259
MTE,10.02.2017 00:00,-3.4,84.2,838.4,1.5,5.4,0,56,0
MTE,11.02.2017 00:00,-5.5,69.5,840.4,2.6,9.4,0,95,230
MTE,12.02.2017 00:00,-2.1,70.2,844.1,2.3,8.3,0,69,102
MTE,13.02.2017 00:00,-0.9,61.9,845.3,2.8,10.1,0,104,272
MTE,14.02.2017 00:00,-0.8,64.3,850.2,3,10.8,0,102,273
MTE,15.02.2017 00:00,-0.2,54,855,3.3,11.9,0,109,276
MTE,16.02.2017 00:00,-0.7,54,852.6,3,10.8,0,110,280
MTE,17.02.2017 00:00,-0.5,73,847.3,2.4,8.6,1.1,66,23
MTE,18.02.2017 00:00,-4.2,52.6,844.7,3.4,12.2,0,114,294
MTE,19.02.2017 00:00,-3.1,43.3,845.5,3.3,11.9,0,125,302
MTE,20.02.2017 00:00,-1.4,51.5,845.3,2.6,9.4,0,130,307
MTE,21.02.2017 00:00,,,,,,0,,8
MTE,22.02.2017 00:00,,,,,,0,,
MTE,23.02.2017 00:00,3.5,48,837.1,2.4,8.6,0,134,315
